Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[single cell well quality]	Characteristics[genotype]	Characteristics[phenotype]	Characteristics[strain]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[spike sequence file]	Comment[spike concentration file]	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[spike-in addition]	Factor Value[phenotype]	Factor Value[block]
SLX-11312.N710_S506.H5H5YBBXX.s_8.r_1	ERS1628512	SAMEA103939344	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N710_S506.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N710_S506.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958490	SLX-11312.N710_S506.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N710_S506.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898100	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1898100/ERR1898100.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N710_S507.H5H5YBBXX.s_8.r_1	ERS1628513	SAMEA103939345	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N710_S507.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N710_S507.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958491	SLX-11312.N710_S507.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N710_S507.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898101	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1898101/ERR1898101.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N710_S508.H5H5YBBXX.s_8.r_1	ERS1628514	SAMEA103939346	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N710_S508.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N710_S508.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958492	SLX-11312.N710_S508.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N710_S508.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898102	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1898102/ERR1898102.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N710_S517.H5H5YBBXX.s_8.r_1	ERS1628515	SAMEA103939347	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N710_S517.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N710_S517.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958493	SLX-11312.N710_S517.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N710_S517.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898103	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898103/ERR1898103.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	wild type phenotype	20160325
SLX-11312.N711_S502.H5H5YBBXX.s_8.r_1	ERS1628516	SAMEA103939348	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N711_S502.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N711_S502.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958494	SLX-11312.N711_S502.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N711_S502.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898104	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898104/ERR1898104.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	wild type phenotype	20160325
SLX-11312.N711_S503.H5H5YBBXX.s_8.r_1	ERS1628517	SAMEA103939349	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N711_S503.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N711_S503.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958495	SLX-11312.N711_S503.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N711_S503.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898105	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898105/ERR1898105.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	wild type phenotype	20160325
SLX-11312.N711_S504.H5H5YBBXX.s_8.r_1	ERS1628518	SAMEA103939350	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N711_S504.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N711_S504.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958496	SLX-11312.N711_S504.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N711_S504.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898106	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898106/ERR1898106.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	wild type phenotype	20160325
SLX-11312.N711_S505.H5H5YBBXX.s_8.r_1	ERS1628519	SAMEA103939351	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N711_S505.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N711_S505.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958497	SLX-11312.N711_S505.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N711_S505.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898107	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898107/ERR1898107.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N711_S506.H5H5YBBXX.s_8.r_1	ERS1628520	SAMEA103939352	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N711_S506.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N711_S506.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958498	SLX-11312.N711_S506.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N711_S506.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898108	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1898108/ERR1898108.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N711_S507.H5H5YBBXX.s_8.r_1	ERS1628521	SAMEA103939353	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N711_S507.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N711_S507.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958499	SLX-11312.N711_S507.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N711_S507.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898109	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1898109/ERR1898109.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N711_S508.H5H5YBBXX.s_8.r_1	ERS1628522	SAMEA103939354	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N711_S508.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N711_S508.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958500	SLX-11312.N711_S508.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N711_S508.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898110	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1898110/ERR1898110.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N711_S517.H5H5YBBXX.s_8.r_1	ERS1628523	SAMEA103939355	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N711_S517.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N711_S517.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958501	SLX-11312.N711_S517.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N711_S517.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898111	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1898111/ERR1898111.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	wild type phenotype	20160325
SLX-11312.N712_S502.H5H5YBBXX.s_8.r_1	ERS1628524	SAMEA103939356	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N712_S502.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N712_S502.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958502	SLX-11312.N712_S502.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N712_S502.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898112	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1898112/ERR1898112.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	wild type phenotype	20160325
SLX-11312.N712_S503.H5H5YBBXX.s_8.r_1	ERS1628525	SAMEA103939357	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N712_S503.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N712_S503.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958503	SLX-11312.N712_S503.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N712_S503.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898113	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898113/ERR1898113.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	wild type phenotype	20160325
SLX-11312.N712_S504.H5H5YBBXX.s_8.r_1	ERS1628526	SAMEA103939358	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N712_S504.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N712_S504.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958504	SLX-11312.N712_S504.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N712_S504.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898114	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898114/ERR1898114.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	wild type phenotype	20160325
SLX-11312.N712_S505.H5H5YBBXX.s_8.r_1	ERS1628527	SAMEA103939359	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N712_S505.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N712_S505.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958505	SLX-11312.N712_S505.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N712_S505.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898115	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898115/ERR1898115.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N712_S506.H5H5YBBXX.s_8.r_1	ERS1628528	SAMEA103939360	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N712_S506.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N712_S506.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958506	SLX-11312.N712_S506.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N712_S506.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898116	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898116/ERR1898116.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N712_S507.H5H5YBBXX.s_8.r_1	ERS1628529	SAMEA103939361	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N712_S507.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N712_S507.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958507	SLX-11312.N712_S507.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N712_S507.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898117	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898117/ERR1898117.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N712_S508.H5H5YBBXX.s_8.r_1	ERS1628530	SAMEA103939362	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	induced CBFB-MYH11 oncogene expression	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N712_S508.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N712_S508.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958508	SLX-11312.N712_S508.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N712_S508.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898118	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1898118/ERR1898118.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	induced CBFB-MYH11 oncogene expression	20160325
SLX-11312.N712_S517.H5H5YBBXX.s_8.r_1	ERS1628531	SAMEA103939363	Mus musculus	416B	embryonic stem cell	OK	Doxycycline-inducible CBFB-MYH11 oncogene	wild type phenotype	B6D2F1-J	single cell	P-MTAB-54880	Fernando Calero	P-MTAB-54882	Fernando Calero	P-MTAB-54889	Fernando Calero	P-MTAB-54884	Fernando Calero	P-MTAB-54885	Fernando Calero	SLX-11312.N712_S517.H5H5YBBXX.s_8.r_1	spikes.fa	spikes.txt	SINGLE	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	not applicable	not applicable	not applicable	P-MTAB-54887	CRUK CI	SLX-11312.N712_S517.H5H5YBBXX.s_8.r_1	sequencing assay	ERX1958509	SLX-11312.N712_S517.H5H5YBBXX.s_8.r_1.fq.gz	SLX-11312.N712_S517.H5H5YBBXX.s_8.r_1.fq.gz	ERR1898119	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1898119/ERR1898119.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Calero_20160325.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	  	  	Premixed	wild type phenotype	20160325
20547_8#10	ERS1628532	SAMEA103939364	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#10	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#10	sequencing assay	ERX1958510	20547_8#10_1.fq.gz	20547_8#10_1.fq.gz	ERR1898120	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1898120/ERR1898120_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
